TIMESTAMP,AirTC_Avg,RH_Avg,Rain_mm_Tot,BP_kPa_Avg,WindDir,WS_ms_Avg,PARTotin_Avg
TS,degC,%,mm,kPa,degrees,m/s,micromol/m2/s
21/05/2020 9.30,25.0254,99.19197,NA,NA,NA,NA,NA
21/05/2020 10.00,25.62818,96.3532,NA,NA,NA,NA,NA
21/05/2020 10.30,25.79464,94.40855,NA,NA,NA,NA,NA
21/05/2020 11.00,25.46971,95.71605,NA,NA,NA,NA,NA
21/05/2020 11.30,26.54723,89.60408,NA,NA,NA,NA,NA
21/05/2020 12.00,26.84689,87.40028,NA,NA,NA,NA,NA
21/05/2020 12.30,26.88604,84.73122,NA,NA,NA,NA,NA
21/05/2020 13.00,27.33614,83.18948,NA,NA,NA,NA,NA
21/05/2020 13.30,27.91587,81.11357,NA,NA,NA,NA,NA
21/05/2020 14.00,28.20997,78.47997,NA,NA,NA,NA,NA
21/05/2020 14.30,28.81321,75.94947,NA,NA,NA,NA,NA
21/05/2020 15.00,28.6386,75.61012,NA,NA,NA,NA,NA
21/05/2020 15.30,28.11002,79.38206,NA,NA,NA,NA,NA
21/05/2020 16.00,27.64113,81.53394,NA,NA,NA,NA,NA
21/05/2020 16.30,27.88854,81.35963,NA,NA,NA,NA,NA
21/05/2020 17.00,27.82899,79.20519,NA,NA,NA,NA,NA
21/05/2020 17.30,27.55693,82.35026,NA,NA,NA,NA,NA
21/05/2020 18.00,26.80871,86.86228,NA,NA,NA,NA,NA
21/05/2020 18.30,25.73862,92.92712,NA,NA,NA,NA,NA
21/05/2020 19.00,25.30137,95.37142,NA,NA,NA,NA,NA
21/05/2020 19.30,25.06569,96.39832,NA,NA,NA,NA,NA
21/05/2020 20.00,24.89165,97.28603,NA,NA,NA,NA,NA
21/05/2020 20.30,24.78626,98.0156,NA,NA,NA,NA,NA
21/05/2020 21.00,24.45629,99.62798,NA,NA,NA,NA,NA
21/05/2020 21.30,24.17988,100,NA,NA,NA,NA,NA
21/05/2020 22.00,24.07089,100,NA,NA,NA,NA,NA
21/05/2020 22.30,23.91915,99.99998,NA,NA,NA,NA,NA
21/05/2020 23.00,23.82277,99.99999,NA,NA,NA,NA,NA
21/05/2020 23.30,23.80637,99.99978,NA,NA,NA,NA,NA
22/05/2020 0.00,23.62116,100,NA,NA,NA,NA,NA
22/05/2020 0.30,23.58426,100,NA,NA,NA,NA,NA
22/05/2020 1.00,23.51753,99.99991,NA,NA,NA,NA,NA
22/05/2020 1.30,23.31388,99.99995,NA,NA,NA,NA,NA
22/05/2020 2.00,23.24841,99.99985,NA,NA,NA,NA,NA
22/05/2020 2.30,23.23843,99.99998,NA,NA,NA,NA,NA
22/05/2020 3.00,23.36133,100,NA,NA,NA,NA,NA
22/05/2020 3.30,23.18157,99.99995,NA,NA,NA,NA,NA
22/05/2020 4.00,23.20873,99.99995,NA,NA,NA,NA,NA
22/05/2020 4.30,23.19525,99.99989,NA,NA,NA,NA,NA
22/05/2020 5.00,23.19685,100,NA,NA,NA,NA,NA
22/05/2020 5.30,23.15277,100,NA,NA,NA,NA,NA
22/05/2020 6.00,23.12777,100,NA,NA,NA,NA,NA
22/05/2020 6.30,23.16811,100,NA,NA,NA,NA,NA
22/05/2020 7.00,23.22797,100,NA,NA,NA,NA,NA
22/05/2020 7.30,23.51048,100,NA,NA,NA,NA,NA
22/05/2020 8.00,24.09195,99.99997,NA,NA,NA,NA,NA
22/05/2020 8.30,24.82044,99.99996,NA,NA,NA,NA,NA
22/05/2020 9.00,26.14661,96.48757,NA,NA,NA,NA,NA
22/05/2020 9.30,26.27955,94.61583,NA,NA,NA,NA,NA
22/05/2020 10.00,26.77183,92.56303,NA,NA,NA,NA,NA
22/05/2020 10.30,26.33811,91.58848,NA,NA,NA,NA,NA
22/05/2020 11.00,26.14215,92.06648,NA,NA,NA,NA,NA
22/05/2020 11.30,26.46676,91.48571,NA,NA,NA,NA,NA
22/05/2020 12.00,26.80776,89.96159,NA,NA,NA,NA,NA
22/05/2020 12.30,27.87377,84.96835,NA,NA,NA,NA,NA
22/05/2020 13.00,28.37324,83.7989,NA,NA,NA,NA,NA
22/05/2020 13.30,27.06477,89.7306,NA,NA,NA,NA,NA
22/05/2020 14.00,24.93121,98.79578,NA,NA,NA,NA,NA
22/05/2020 14.30,24.8559,99.59889,NA,NA,NA,NA,NA
22/05/2020 15.00,24.85366,98.85413,NA,NA,NA,NA,NA
22/05/2020 15.30,24.79738,98.52394,NA,NA,NA,NA,NA
22/05/2020 16.00,24.85152,99.07942,NA,NA,NA,NA,NA
22/05/2020 16.30,25.00226,99.48426,NA,NA,NA,NA,NA
22/05/2020 17.00,25.22093,98.23107,NA,NA,NA,NA,NA
22/05/2020 17.30,25.22656,97.48396,NA,NA,NA,NA,NA
22/05/2020 18.00,25.19425,98.00266,NA,NA,NA,NA,NA
22/05/2020 18.30,24.96846,99.59609,NA,NA,NA,NA,NA
22/05/2020 19.00,24.52372,99.9999,NA,NA,NA,NA,NA
22/05/2020 19.30,24.37144,100,NA,NA,NA,NA,NA
22/05/2020 20.00,24.26644,99.99982,NA,NA,NA,NA,NA
22/05/2020 20.30,24.20125,100,NA,NA,NA,NA,NA
22/05/2020 21.00,24.22694,100,NA,NA,NA,NA,NA
22/05/2020 21.30,24.19095,100,NA,NA,NA,NA,NA
22/05/2020 22.00,24.25564,100,NA,NA,NA,NA,NA
22/05/2020 22.30,24.31065,99.99999,NA,NA,NA,NA,NA
22/05/2020 23.00,24.18856,100,NA,NA,NA,NA,NA
22/05/2020 23.30,24.07301,100,NA,NA,NA,NA,NA
23/05/2020 0.00,24.00413,99.99986,NA,NA,NA,NA,NA
23/05/2020 0.30,23.9188,100,NA,NA,NA,NA,NA
23/05/2020 1.00,23.87895,99.99974,NA,NA,NA,NA,NA
23/05/2020 1.30,23.82568,99.99991,NA,NA,NA,NA,NA
23/05/2020 2.00,23.72035,99.99991,NA,NA,NA,NA,NA
23/05/2020 2.30,23.57918,99.99981,NA,NA,NA,NA,NA
23/05/2020 3.00,23.55096,100,NA,NA,NA,NA,NA
23/05/2020 3.30,23.4934,100,NA,NA,NA,NA,NA
23/05/2020 4.00,23.43183,100,NA,NA,NA,NA,NA
23/05/2020 4.30,23.47822,99.99992,NA,NA,NA,NA,NA
23/05/2020 5.00,23.44663,100,NA,NA,NA,NA,NA
23/05/2020 5.30,23.46791,100,NA,NA,NA,NA,NA
23/05/2020 6.00,23.45643,99.99991,NA,NA,NA,NA,NA
23/05/2020 6.30,23.39344,100,NA,NA,NA,NA,NA
23/05/2020 7.00,23.3779,100,NA,NA,NA,NA,NA
23/05/2020 7.30,23.46795,99.99998,NA,NA,NA,NA,NA
23/05/2020 8.00,23.79589,100,NA,NA,NA,NA,NA
23/05/2020 8.30,23.94438,100,NA,NA,NA,NA,NA
23/05/2020 9.00,24.17066,100,NA,NA,NA,NA,NA
23/05/2020 9.30,24.38923,100,NA,NA,NA,NA,NA
23/05/2020 10.00,24.54252,100,NA,NA,NA,NA,NA
23/05/2020 10.30,24.82302,99.3104,NA,NA,NA,NA,NA
23/05/2020 11.00,25.77105,95.72238,NA,NA,NA,NA,NA
23/05/2020 11.30,27.39144,88.45094,NA,NA,NA,NA,NA
23/05/2020 12.00,28.50383,83.37843,NA,NA,NA,NA,NA
23/05/2020 12.30,28.53776,82.38162,NA,NA,NA,NA,NA
23/05/2020 13.00,28.94254,80.25215,NA,NA,NA,NA,NA
23/05/2020 13.30,27.92396,84.26775,NA,NA,NA,NA,NA
23/05/2020 14.00,26.88811,91.42057,NA,NA,NA,NA,NA
23/05/2020 14.30,25.79845,95.61994,NA,NA,NA,NA,NA
23/05/2020 15.00,24.98155,97.31493,NA,NA,NA,NA,NA
23/05/2020 15.30,24.7279,97.88428,NA,NA,NA,NA,NA
23/05/2020 16.00,24.79442,99.33016,NA,NA,NA,NA,NA
23/05/2020 16.30,24.94895,98.49802,NA,NA,NA,NA,NA
23/05/2020 17.00,25.08014,97.64649,NA,NA,NA,NA,NA
23/05/2020 17.30,25.58141,95.87597,NA,NA,NA,NA,NA
23/05/2020 18.00,25.74628,95.17239,NA,NA,NA,NA,NA
23/05/2020 18.30,25.18449,96.82652,NA,NA,NA,NA,NA
23/05/2020 19.00,24.66595,98.61027,NA,NA,NA,NA,NA
23/05/2020 19.30,24.41239,99.90409,NA,NA,NA,NA,NA
23/05/2020 20.00,24.27199,100,NA,NA,NA,NA,NA
23/05/2020 20.30,24.15582,100,NA,NA,NA,NA,NA
23/05/2020 21.00,24.10253,99.99998,NA,NA,NA,NA,NA
23/05/2020 21.30,24.09327,100,NA,NA,NA,NA,NA
23/05/2020 22.00,24.09646,99.99997,NA,NA,NA,NA,NA
23/05/2020 22.30,24.05777,99.99998,NA,NA,NA,NA,NA
23/05/2020 23.00,24.03201,100,NA,NA,NA,NA,NA
23/05/2020 23.30,23.83819,99.99999,NA,NA,NA,NA,NA
24/05/2020 0.00,23.72567,100,NA,NA,NA,NA,NA
24/05/2020 0.30,23.61849,99.99995,NA,NA,NA,NA,NA
24/05/2020 1.00,23.54296,100,NA,NA,NA,NA,NA
24/05/2020 1.30,23.42081,100,NA,NA,NA,NA,NA
24/05/2020 2.00,23.36615,100,NA,NA,NA,NA,NA
24/05/2020 2.30,23.32376,100,NA,NA,NA,NA,NA
24/05/2020 3.00,23.3089,99.99998,NA,NA,NA,NA,NA
24/05/2020 3.30,23.30573,100,NA,NA,NA,NA,NA
24/05/2020 4.00,23.32641,100,NA,NA,NA,NA,NA
24/05/2020 4.30,23.35761,100,NA,NA,NA,NA,NA
24/05/2020 5.00,23.35035,99.99985,NA,NA,NA,NA,NA
24/05/2020 5.30,23.38977,100,NA,NA,NA,NA,NA
24/05/2020 6.00,23.37893,100,NA,NA,NA,NA,NA
24/05/2020 6.30,23.30734,100,NA,NA,NA,NA,NA
24/05/2020 7.00,23.40298,99.99976,NA,NA,NA,NA,NA
24/05/2020 7.30,23.54935,100,NA,NA,NA,NA,NA
24/05/2020 8.00,23.69073,99.99988,NA,NA,NA,NA,NA
24/05/2020 8.30,24.35249,100,NA,NA,NA,NA,NA
24/05/2020 9.00,24.6223,100,NA,NA,NA,NA,NA
24/05/2020 9.30,25.34777,98.70147,NA,NA,NA,NA,NA
24/05/2020 10.00,25.99816,95.15273,NA,NA,NA,NA,NA
24/05/2020 10.30,26.68857,91.34151,NA,NA,NA,NA,NA
24/05/2020 11.00,27.64655,85.60207,NA,NA,NA,NA,NA
24/05/2020 11.30,28.2845,81.02871,NA,NA,NA,NA,NA
24/05/2020 12.00,29.24496,78.70592,NA,NA,NA,NA,NA
24/05/2020 12.30,29.26512,77.81543,NA,NA,NA,NA,NA
24/05/2020 13.00,29.77372,77.53757,NA,NA,NA,NA,NA
24/05/2020 13.30,28.77226,79.71606,NA,NA,NA,NA,NA
24/05/2020 14.00,27.9593,83.03394,NA,NA,NA,NA,NA
24/05/2020 14.30,25.50442,95.53746,NA,NA,NA,NA,NA
24/05/2020 15.00,24.79921,99.53088,NA,NA,NA,NA,NA
24/05/2020 15.30,24.59845,99.99989,NA,NA,NA,NA,NA
24/05/2020 16.00,24.53693,100,NA,NA,NA,NA,NA
24/05/2020 16.30,24.58524,99.9879,NA,NA,NA,NA,NA
24/05/2020 17.00,24.59277,99.99991,NA,NA,NA,NA,NA
24/05/2020 17.30,24.52562,100,NA,NA,NA,NA,NA
24/05/2020 18.00,24.41997,100,NA,NA,NA,NA,NA
24/05/2020 18.30,24.40679,100,NA,NA,NA,NA,NA
24/05/2020 19.00,24.21573,99.99986,NA,NA,NA,NA,NA
24/05/2020 19.30,24.12216,100,NA,NA,NA,NA,NA
24/05/2020 20.00,24.06762,99.99979,NA,NA,NA,NA,NA
24/05/2020 20.30,23.98784,99.99986,NA,NA,NA,NA,NA
24/05/2020 21.00,23.9118,99.99995,NA,NA,NA,NA,NA
24/05/2020 21.30,23.81696,99.99993,NA,NA,NA,NA,NA
24/05/2020 22.00,23.6932,100,NA,NA,NA,NA,NA
24/05/2020 22.30,23.6617,100,NA,NA,NA,NA,NA
24/05/2020 23.00,23.60806,100,NA,NA,NA,NA,NA
24/05/2020 23.30,23.59418,99.99983,NA,NA,NA,NA,NA
25/05/2020 0.00,23.52218,99.99995,NA,NA,NA,NA,NA
25/05/2020 0.30,23.47792,99.99989,NA,NA,NA,NA,NA
25/05/2020 1.00,23.40418,100,NA,NA,NA,NA,NA
25/05/2020 1.30,23.32073,99.99991,NA,NA,NA,NA,NA
25/05/2020 2.00,23.26522,100,NA,NA,NA,NA,NA
25/05/2020 2.30,23.2065,99.99995,NA,NA,NA,NA,NA
25/05/2020 3.00,23.10322,100,NA,NA,NA,NA,NA
25/05/2020 3.30,23.04949,99.99992,NA,NA,NA,NA,NA
25/05/2020 4.00,22.93315,100,NA,NA,NA,NA,NA
25/05/2020 4.30,22.88408,99.99998,NA,NA,NA,NA,NA
25/05/2020 5.00,22.78084,100,NA,NA,NA,NA,NA
25/05/2020 5.30,22.74769,99.99999,NA,NA,NA,NA,NA
25/05/2020 6.00,22.75134,99.99999,NA,NA,NA,NA,NA
25/05/2020 6.30,22.67366,99.99953,NA,NA,NA,NA,NA
25/05/2020 7.00,22.73026,99.99992,NA,NA,NA,NA,NA
25/05/2020 7.30,22.95716,99.99986,NA,NA,NA,NA,NA
25/05/2020 8.00,23.61634,100,NA,NA,NA,NA,NA
25/05/2020 8.30,24.30003,99.77611,NA,NA,NA,NA,NA
25/05/2020 9.00,25.42725,95.85451,NA,NA,NA,NA,NA
25/05/2020 9.30,26.12957,92.99012,NA,NA,NA,NA,NA
25/05/2020 10.00,26.58904,88.45645,NA,NA,NA,NA,NA
25/05/2020 10.30,27.32616,85.15678,NA,NA,NA,NA,NA
25/05/2020 11.00,27.9318,81.14085,NA,NA,NA,NA,NA
25/05/2020 11.30,28.1725,80.27192,NA,NA,NA,NA,NA
25/05/2020 12.00,29.09253,75.74134,NA,NA,NA,NA,NA
25/05/2020 12.30,29.51941,74.91452,NA,NA,NA,NA,NA
25/05/2020 13.00,30.35194,71.61133,NA,NA,NA,NA,NA
25/05/2020 13.30,30.40418,70.46763,NA,NA,NA,NA,NA
25/05/2020 14.00,31.33529,67.6095,NA,NA,NA,NA,NA
25/05/2020 14.30,30.09109,73.18171,NA,NA,NA,NA,NA
25/05/2020 15.00,28.62347,84.37675,NA,NA,NA,NA,NA
25/05/2020 15.30,28.96319,80.22666,NA,NA,NA,NA,NA
25/05/2020 16.00,27.38172,89.14846,NA,NA,NA,NA,NA
25/05/2020 16.30,25.74255,92.27797,NA,NA,NA,NA,NA
25/05/2020 17.00,25.0275,95.29531,NA,NA,NA,NA,NA
25/05/2020 17.30,25.33962,95.09641,NA,NA,NA,NA,NA
25/05/2020 18.00,25.18218,96.76627,NA,NA,NA,NA,NA
25/05/2020 18.30,24.51216,99.19957,NA,NA,NA,NA,NA
25/05/2020 19.00,24.10605,99.99992,NA,NA,NA,NA,NA
25/05/2020 19.30,23.95148,100,NA,NA,NA,NA,NA
25/05/2020 20.00,23.90347,99.99992,NA,NA,NA,NA,NA
25/05/2020 20.30,23.82018,99.99995,NA,NA,NA,NA,NA
25/05/2020 21.00,23.74465,100,NA,NA,NA,NA,NA
25/05/2020 21.30,23.71977,100,NA,NA,NA,NA,NA
25/05/2020 22.00,23.71229,99.99998,NA,NA,NA,NA,NA
25/05/2020 22.30,23.66369,99.99988,NA,NA,NA,NA,NA
25/05/2020 23.00,23.64543,99.99993,NA,NA,NA,NA,NA
25/05/2020 23.30,23.57464,100,NA,NA,NA,NA,NA
26/05/2020 0.00,23.49915,99.9998,NA,NA,NA,NA,NA
26/05/2020 0.30,23.45008,99.99993,NA,NA,NA,NA,NA
26/05/2020 1.00,23.45333,99.99976,NA,NA,NA,NA,NA
26/05/2020 1.30,23.44785,100,NA,NA,NA,NA,NA
26/05/2020 2.00,23.40511,99.99985,NA,NA,NA,NA,NA
26/05/2020 2.30,23.26219,100,NA,NA,NA,NA,NA
26/05/2020 3.00,23.21076,100,NA,NA,NA,NA,NA
26/05/2020 3.30,22.92628,100,NA,NA,NA,NA,NA
26/05/2020 4.00,22.85505,99.99993,NA,NA,NA,NA,NA
26/05/2020 4.30,22.85219,99.99986,NA,NA,NA,NA,NA
26/05/2020 5.00,22.89286,100,NA,NA,NA,NA,NA
26/05/2020 5.30,22.86146,100,NA,NA,NA,NA,NA
26/05/2020 6.00,22.90001,99.99954,NA,NA,NA,NA,NA
26/05/2020 6.30,22.97252,99.99997,NA,NA,NA,NA,NA
26/05/2020 7.00,23.04467,100,NA,NA,NA,NA,NA
26/05/2020 7.30,23.30008,99.99998,NA,NA,NA,NA,NA
26/05/2020 8.00,23.48747,99.99995,NA,NA,NA,NA,NA
26/05/2020 8.30,23.81287,100,NA,NA,NA,NA,NA
26/05/2020 9.00,24.37616,100,NA,NA,NA,NA,NA
26/05/2020 9.30,25.41423,96.67435,NA,NA,NA,NA,NA
26/05/2020 10.00,26.76234,90.39526,NA,NA,NA,NA,NA
26/05/2020 10.30,27.08791,87.57657,NA,NA,NA,NA,NA
26/05/2020 11.00,27.65389,86.03197,NA,NA,NA,NA,NA
26/05/2020 11.30,27.18406,87.99288,NA,NA,NA,NA,NA
26/05/2020 12.00,28.42513,81.11469,NA,NA,NA,NA,NA
26/05/2020 12.30,28.72793,80.0179,NA,NA,NA,NA,NA
26/05/2020 13.00,26.32615,92.481,NA,NA,NA,NA,NA
26/05/2020 13.30,23.83599,99.06966,NA,NA,NA,NA,NA
26/05/2020 14.00,23.60752,99.97958,NA,NA,NA,NA,NA
26/05/2020 14.30,23.60128,99.99985,NA,NA,NA,NA,NA
26/05/2020 15.00,23.66286,100,NA,NA,NA,NA,NA
26/05/2020 15.30,23.91008,100,NA,NA,NA,NA,NA
26/05/2020 16.00,24.55587,100,NA,NA,NA,NA,NA
26/05/2020 16.30,24.94632,99.66769,NA,NA,NA,NA,NA
26/05/2020 17.00,24.95376,99.95854,NA,NA,NA,NA,NA
26/05/2020 17.30,24.87668,99.82117,NA,NA,NA,NA,NA
26/05/2020 18.00,24.94589,99.95954,NA,NA,NA,NA,NA
26/05/2020 18.30,24.93436,99.99984,NA,NA,NA,NA,NA
26/05/2020 19.00,24.64528,99.99971,NA,NA,NA,NA,NA
26/05/2020 19.30,24.5368,99.99996,NA,NA,NA,NA,NA
26/05/2020 20.00,24.45298,100,NA,NA,NA,NA,NA
26/05/2020 20.30,24.42072,100,NA,NA,NA,NA,NA
26/05/2020 21.00,24.18286,100,NA,NA,NA,NA,NA
26/05/2020 21.30,24.09096,99.99984,NA,NA,NA,NA,NA
26/05/2020 22.00,24.02298,99.99998,NA,NA,NA,NA,NA
26/05/2020 22.30,23.97437,99.99979,NA,NA,NA,NA,NA
26/05/2020 23.00,23.93943,100,NA,NA,NA,NA,NA
26/05/2020 23.30,23.95169,100,NA,NA,NA,NA,NA
27/05/2020 0.00,23.78179,100,NA,NA,NA,NA,NA
27/05/2020 0.30,23.6416,100,NA,NA,NA,NA,NA
27/05/2020 1.00,23.60221,100,NA,NA,NA,NA,NA
27/05/2020 1.30,23.5288,100,NA,NA,NA,NA,NA
27/05/2020 2.00,23.53784,100,NA,NA,NA,NA,NA
27/05/2020 2.30,23.50618,100,NA,NA,NA,NA,NA
27/05/2020 3.00,23.44839,99.99996,NA,NA,NA,NA,NA
27/05/2020 3.30,23.37259,99.99991,NA,NA,NA,NA,NA
27/05/2020 4.00,23.3722,99.99998,NA,NA,NA,NA,NA
27/05/2020 4.30,23.36332,100,NA,NA,NA,NA,NA
27/05/2020 5.00,23.37705,100,NA,NA,NA,NA,NA
27/05/2020 5.30,23.34831,99.99991,NA,NA,NA,NA,NA
27/05/2020 6.00,23.30213,99.99974,NA,NA,NA,NA,NA
27/05/2020 6.30,23.2994,100,NA,NA,NA,NA,NA
27/05/2020 7.00,23.2315,100,NA,NA,NA,NA,NA
27/05/2020 7.30,23.38271,100,NA,NA,NA,NA,NA
27/05/2020 8.00,23.46835,100,NA,NA,NA,NA,NA
27/05/2020 8.30,23.73993,100,NA,NA,NA,NA,NA
27/05/2020 9.00,24.13924,100,NA,NA,NA,NA,NA
27/05/2020 9.30,24.84719,99.4804,NA,NA,NA,NA,NA
27/05/2020 10.00,25.70501,97.02489,NA,NA,NA,NA,NA
27/05/2020 10.30,27.06858,91.95423,NA,NA,NA,NA,NA
27/05/2020 11.00,27.25511,87.7851,NA,NA,NA,NA,NA
27/05/2020 11.30,27.3415,89.31425,NA,NA,NA,NA,NA
27/05/2020 12.00,27.9894,84.72078,NA,NA,NA,NA,NA
27/05/2020 12.30,28.67269,81.6174,NA,NA,NA,NA,NA
27/05/2020 13.00,28.20859,84.77848,NA,NA,NA,NA,NA
27/05/2020 13.30,28.34651,83.33664,NA,NA,NA,NA,NA
27/05/2020 14.00,24.81988,95.94308,NA,NA,NA,NA,NA
27/05/2020 14.30,23.86393,99.4767,NA,NA,NA,NA,NA
27/05/2020 15.00,23.7461,100,NA,NA,NA,NA,NA
27/05/2020 15.30,23.72655,100,NA,NA,NA,NA,NA
27/05/2020 16.00,23.76976,100,NA,NA,NA,NA,NA
27/05/2020 16.30,23.92176,100,NA,NA,NA,NA,NA
27/05/2020 17.00,23.97776,100,NA,NA,NA,NA,NA
27/05/2020 17.30,23.91505,100,NA,NA,NA,NA,NA
27/05/2020 18.00,23.85669,100,NA,NA,NA,NA,NA
27/05/2020 18.30,23.89724,99.99979,NA,NA,NA,NA,NA
27/05/2020 19.00,23.85966,99.99996,NA,NA,NA,NA,NA
27/05/2020 19.30,23.71935,100,NA,NA,NA,NA,NA
27/05/2020 20.00,23.68278,100,NA,NA,NA,NA,NA
27/05/2020 20.30,23.66226,99.99992,NA,NA,NA,NA,NA
27/05/2020 21.00,23.71341,99.99988,NA,NA,NA,NA,NA
27/05/2020 21.30,23.97675,99.8917,NA,NA,NA,NA,NA
27/05/2020 22.00,24.12988,98.95476,NA,NA,NA,NA,NA
27/05/2020 22.30,23.9539,99.89473,NA,NA,NA,NA,NA
27/05/2020 23.00,23.79705,99.99989,NA,NA,NA,NA,NA
27/05/2020 23.30,23.6084,100,NA,NA,NA,NA,NA
28/05/2020 0.00,23.58055,99.99999,NA,NA,NA,NA,NA
28/05/2020 0.30,23.54002,100,NA,NA,NA,NA,NA
28/05/2020 1.00,23.50087,100,NA,NA,NA,NA,NA
28/05/2020 1.30,23.46292,99.99985,NA,NA,NA,NA,NA
28/05/2020 2.00,23.42722,100,NA,NA,NA,NA,NA
28/05/2020 2.30,23.47413,100,NA,NA,NA,NA,NA
28/05/2020 3.00,23.53468,100,NA,NA,NA,NA,NA
28/05/2020 3.30,23.48892,99.99991,NA,NA,NA,NA,NA
28/05/2020 4.00,23.5053,99.9999,NA,NA,NA,NA,NA
28/05/2020 4.30,23.49518,99.99998,NA,NA,NA,NA,NA
28/05/2020 5.00,23.50117,100,NA,NA,NA,NA,NA
28/05/2020 5.30,23.49185,100,NA,NA,NA,NA,NA
28/05/2020 6.00,23.49438,100,NA,NA,NA,NA,NA
28/05/2020 6.30,23.5015,100,NA,NA,NA,NA,NA
28/05/2020 7.00,23.41392,100,NA,NA,NA,NA,NA
28/05/2020 7.30,23.36475,99.99997,NA,NA,NA,NA,NA
28/05/2020 8.00,23.45193,100,NA,NA,NA,NA,NA
28/05/2020 8.30,23.73513,100,NA,NA,NA,NA,NA
28/05/2020 9.00,24.14935,100,NA,NA,NA,NA,NA
28/05/2020 9.30,24.28989,99.99993,NA,NA,NA,NA,NA
28/05/2020 10.00,24.84607,99.65169,NA,NA,NA,NA,NA
28/05/2020 10.30,25.66778,95.40131,NA,NA,NA,NA,NA
28/05/2020 11.00,25.52539,94.90716,NA,NA,NA,NA,NA
28/05/2020 11.30,24.91658,97.76293,NA,NA,NA,NA,NA
28/05/2020 12.00,24.47043,98.99943,NA,NA,NA,NA,NA
28/05/2020 12.30,24.15867,100,NA,NA,NA,NA,NA
28/05/2020 13.00,24.195,100,NA,NA,NA,NA,NA
28/05/2020 13.30,24.20865,99.99993,NA,NA,NA,NA,NA
28/05/2020 14.00,24.58941,99.91697,NA,NA,NA,NA,NA
28/05/2020 14.30,24.78527,99.40037,NA,NA,NA,NA,NA
28/05/2020 15.00,25.07221,97.30911,NA,NA,NA,NA,NA
28/05/2020 15.30,24.91001,98.42418,NA,NA,NA,NA,NA
28/05/2020 16.00,24.78832,99.93521,NA,NA,NA,NA,NA
28/05/2020 16.30,24.54933,99.99654,NA,NA,NA,NA,NA
28/05/2020 17.00,24.53129,100,NA,NA,NA,NA,NA
28/05/2020 17.30,24.50126,99.88051,NA,NA,NA,NA,NA
28/05/2020 18.00,24.48797,99.9731,NA,NA,NA,NA,NA
28/05/2020 18.30,24.08075,99.93758,NA,NA,NA,NA,NA
28/05/2020 19.00,23.66291,99.99989,NA,NA,NA,NA,NA
28/05/2020 19.30,23.59209,99.99998,NA,NA,NA,NA,NA
28/05/2020 20.00,23.58026,99.99983,NA,NA,NA,NA,NA
28/05/2020 20.30,23.5348,100,NA,NA,NA,NA,NA
28/05/2020 21.00,23.61664,99.95286,NA,NA,NA,NA,NA
28/05/2020 21.30,23.70254,99.49348,NA,NA,NA,NA,NA
28/05/2020 22.00,23.45813,100,NA,NA,NA,NA,NA
28/05/2020 22.30,23.27242,100,NA,NA,NA,NA,NA
28/05/2020 23.00,23.09694,100,NA,NA,NA,NA,NA
28/05/2020 23.30,22.96003,100,NA,NA,NA,NA,NA
29/05/2020 0.00,22.88742,99.9999,NA,NA,NA,NA,NA
29/05/2020 0.30,22.88223,100,NA,NA,NA,NA,NA
29/05/2020 1.00,22.82969,100,NA,NA,NA,NA,NA
29/05/2020 1.30,22.81413,99.99992,NA,NA,NA,NA,NA
29/05/2020 2.00,22.78057,100,NA,NA,NA,NA,NA
29/05/2020 2.30,22.78485,100,NA,NA,NA,NA,NA
29/05/2020 3.00,22.76487,100,NA,NA,NA,NA,NA
29/05/2020 3.30,22.72337,100,NA,NA,NA,NA,NA
29/05/2020 4.00,22.71656,100,NA,NA,NA,NA,NA
29/05/2020 4.30,22.69211,100,NA,NA,NA,NA,NA
29/05/2020 5.00,22.67489,100,NA,NA,NA,NA,NA
29/05/2020 5.30,22.67486,99.99995,NA,NA,NA,NA,NA
29/05/2020 6.00,22.67875,99.99995,NA,NA,NA,NA,NA
29/05/2020 6.30,22.67186,100,NA,NA,NA,NA,NA
29/05/2020 7.00,22.73661,99.99969,NA,NA,NA,NA,NA
29/05/2020 7.30,22.81155,100,NA,NA,NA,NA,NA
29/05/2020 8.00,23.01379,100,NA,NA,NA,NA,NA
29/05/2020 8.30,23.22781,99.99972,NA,NA,NA,NA,NA
29/05/2020 9.00,23.45949,100,NA,NA,NA,NA,NA
29/05/2020 9.30,23.93942,100,NA,NA,NA,NA,NA
29/05/2020 10.00,24.3249,99.84297,NA,NA,NA,NA,NA
29/05/2020 10.30,25.0306,97.2834,NA,NA,NA,NA,NA
29/05/2020 11.00,25.96063,91.50146,NA,NA,NA,NA,NA
29/05/2020 11.30,27.35772,85.56764,NA,NA,NA,NA,NA
29/05/2020 12.00,27.7797,84.03733,NA,NA,NA,NA,NA
29/05/2020 12.30,28.00707,83.24262,NA,NA,NA,NA,NA
29/05/2020 13.00,28.56915,80.23802,NA,NA,NA,NA,NA
29/05/2020 13.30,29.00613,78.24574,NA,NA,NA,NA,NA
29/05/2020 14.00,28.97809,79.09583,NA,NA,NA,NA,NA
29/05/2020 14.30,27.89234,86.08527,NA,NA,NA,NA,NA
29/05/2020 15.00,28.67,77.53002,NA,NA,NA,NA,NA
29/05/2020 15.30,29.08484,76.2744,NA,NA,NA,NA,NA
29/05/2020 16.00,28.52159,80.57624,NA,NA,NA,NA,NA
